date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
13-12-2022,Kerala,Kannur,1,PM2.5,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-12-2022,Kerala,Kochi,1,NO2,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-12-2022,Kerala,Kozhikode,1,CO,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-12-2022,Kerala,Kollam,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-12-2022,Kerala,Kozhikode,1,CO,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-12-2022,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-12-2022,Kerala,Kollam,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-12-2022,Kerala,Eloor,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-12-2022,Kerala,Kannur,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2022,Kerala,Eloor,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2022,Kerala,Kollam,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2022,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2022,Kerala,Kozhikode,1,CO,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2022,Kerala,Kannur,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Kollam,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Eloor,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Kozhikode,1,CO,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Kannur,1,PM2.5,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Kozhikode,1,CO,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Eloor,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Kannur,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Kollam,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,152,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2022,Kerala,Thrissur,1,O3,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Kannur,1,PM2.5,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Thrissur,1,PM2.5,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Kollam,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Kozhikode,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Kochi,1,PM2.5,293,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-12-2022,Kerala,Eloor,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Kochi,1,PM2.5,287,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Kollam,1,PM10,150,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Kozhikode,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2022,Kerala,Thrissur,1,PM2.5,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Kochi,1,PM2.5,180,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Kollam,1,PM10,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Eloor,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Kozhikode,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-12-2022,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-12-2022,Kerala,Kollam,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-12-2022,Kerala,Kochi,1,PM2.5,165,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-12-2022,Kerala,Thiruvananthapuram,2,CO,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-12-2022,Kerala,Eloor,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-12-2022,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Kollam,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Kochi,1,PM2.5,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Eloor,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Kozhikode,1,CO,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Kollam,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Kochi,1,PM2.5,220,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Kozhikode,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Kozhikode,1,CO,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Kollam,1,PM10,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Kannur,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2022,Kerala,Kochi,1,PM2.5,284,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Thiruvananthapuram,2,PM2.5,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Kollam,1,PM10,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Kannur,1,PM2.5,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Eloor,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-12-2022,Kerala,Kochi,1,PM2.5,228,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Kollam,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Kochi,1,PM2.5,153,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Eloor,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-11-2022,Kerala,Kozhikode,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Kozhikode,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Kannur,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Kollam,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Eloor,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-11-2022,Kerala,Kochi,1,PM2.5,144,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2022,Kerala,Kollam,1,PM2.5,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2022,Kerala,Eloor,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2022,Kerala,Kannur,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Kerala,Kannur,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Kerala,Eloor,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Kerala,Kollam,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Kollam,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Kochi,1,PM2.5,205,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Kannur,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2022,Kerala,Eloor,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Kerala,Eloor,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Kerala,Kannur,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2022,Kerala,Kollam,1,PM10,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2022,Kerala,Eloor,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2022,Kerala,Thrissur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2022,Kerala,Kollam,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2022,Kerala,Kannur,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2022,Kerala,Thiruvananthapuram,1,PM2.5,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-11-2022,Kerala,Eloor,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-11-2022,Kerala,Thiruvananthapuram,1,PM2.5,113,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-11-2022,Kerala,Kannur,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-11-2022,Kerala,Kollam,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-11-2022,Kerala,Eloor,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-11-2022,Kerala,Kannur,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-11-2022,Kerala,Kollam,1,PM10,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2022,Kerala,Thrissur,1,PM2.5,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2022,Kerala,Kollam,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2022,Kerala,Eloor,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2022,Kerala,Kannur,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-11-2022,Kerala,Eloor,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-11-2022,Kerala,Kannur,1,PM2.5,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-11-2022,Kerala,Kollam,1,PM10,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2022,Kerala,Eloor,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2022,Kerala,Kollam,1,PM10,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2022,Kerala,Thiruvananthapuram,2,PM2.5,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2022,Kerala,Kannur,1,PM10,98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2022,Kerala,Ernakulam,1,PM2.5,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-11-2022,Kerala,Eloor,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-11-2022,Kerala,Kollam,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-11-2022,Kerala,Kannur,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-11-2022,Kerala,Thiruvananthapuram,2,"PM10,CO",32,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-11-2022,Kerala,Ernakulam,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2022,Kerala,Eloor,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2022,Kerala,Thiruvananthapuram,2,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2022,Kerala,Ernakulam,1,CO,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2022,Kerala,Kollam,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-11-2022,Kerala,Thiruvananthapuram,2,"PM10,CO",34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-11-2022,Kerala,Ernakulam,1,CO,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-11-2022,Kerala,Eloor,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-11-2022,Kerala,Kochi,1,PM2.5,228,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-11-2022,Kerala,Kannur,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Thiruvananthapuram,2,CO,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Eloor,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Kozhikode,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Kochi,1,PM2.5,201,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Kannur,1,PM2.5,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Kollam,1,PM2.5,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2022,Kerala,Ernakulam,1,CO,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2022,Kerala,Ernakulam,1,CO,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2022,Kerala,Kollam,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2022,Kerala,Thiruvananthapuram,2,CO,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2022,Kerala,Kochi,1,PM2.5,206,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2022,Kerala,Eloor,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Eloor,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Ernakulam,1,CO,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Kochi,1,PM2.5,193,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Kollam,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Kannur,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Ernakulam,1,CO,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Kozhikode,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Kochi,1,PM2.5,246,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Eloor,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Kollam,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2022,Kerala,Thiruvananthapuram,2,CO,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Eloor,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Kozhikode,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Kollam,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Thiruvananthapuram,2,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Ernakulam,1,CO,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2022,Kerala,Kochi,1,PM2.5,267,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-11-2022,Kerala,Kollam,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-11-2022,Kerala,Ernakulam,1,CO,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-11-2022,Kerala,Kochi,1,PM2.5,211,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-11-2022,Kerala,Thiruvananthapuram,2,CO,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-11-2022,Kerala,Kochi,1,PM2.5,215,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-11-2022,Kerala,Thrissur,1,PM2.5,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-11-2022,Kerala,Thiruvananthapuram,2,CO,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Kozhikode,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Kollam,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Eloor,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Kochi,1,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Thiruvananthapuram,2,CO,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Thrissur,1,PM2.5,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2022,Kerala,Thiruvananthapuram,2,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2022,Kerala,Kochi,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2022,Kerala,Eloor,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Eloor,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Kochi,1,PM2.5,176,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Kollam,1,PM2.5,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",29,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
